Herb_id,Field_name,Field_context
180,Pinyin_name,Huashanshen
180,Latin_name,Physochlainae Radix
180,English_name,Physochlaie Radix
181,Chinese_name,化橘红
181,Pinyin_name,Huajuhong
181,Latin_name,"Exocarpium Citri Grandis,Citri Grandis Exocarpium"
181,English_name,Pummelo Peel
182,Chinese_name,槐花
182,Pinyin_name,Huaihua
182,Latin_name,"Sophorae Flos,Flos Sophorae"
182,English_name,flower bud of Japanese pagodatree
183,Chinese_name,槐角
183,Pinyin_name,Huaijiao
183,Latin_name,"Fructus Sophorae,Sophorae Fructus"
183,English_name,pod of Japanese pagodatree
184,Chinese_name,黄柏
184,Pinyin_name,Huangbo
184,Latin_name,"Phellodendri Chinensis Cortex,Cortex Phellodendri"
184,English_name,Phellodendron bark
185,Chinese_name,黄精
185,Pinyin_name,Huangjing
185,Latin_name,"Polygonati Rhizoma,Rhizoma Polygoti"
185,English_name,Rhizome of Fragrant Solomonseal
186,Chinese_name,黄连
186,Pinyin_name,Huanglian
186,Latin_name,"Rhizoma Coptidis,Coptidis Rhizoma"
186,English_name,rhizome of Chinese Goldthread
187,Chinese_name,黄芪
187,Pinyin_name,Huangqi
187,Latin_name,"Astragali Radix,Radix Astragali"
187,English_name,root of Membranous Milkvetch
188,Chinese_name,黄芩
188,Pinyin_name,Huangqin
188,Latin_name,"Scutellariae Radix,Radix Scutellariae"
188,English_name,root of Baikal skullcap
189,Chinese_name,黄药子
189,Pinyin_name,Huangyaozi
189,Latin_name,Rhizoma Dioscoreae Bulbiferae
189,English_name,rhizome of Airpotato Yam
190,Chinese_name,火麻仁
190,Pinyin_name,Huomaren
190,Latin_name,"Cannabis Fructus,Semen Canbis;Fructus Canbis"
190,English_name,Hemp Seed
191,Chinese_name,鸡骨草
191,Pinyin_name,Jigucao
191,Latin_name,"Abri Herba,Herba Abri"
191,English_name,Canton Love-pea Vine
192,Chinese_name,鸡冠花
192,Pinyin_name,Jiguanhua
192,Latin_name,"Flos Celosiae Cristatae,Celosiae Cristatae Flos"
192,English_name,Cockscomb flower 
193,Chinese_name,鸡屎藤
193,Pinyin_name,Jishiteng
193,English_name,Paederiae Scandentis Herba
194,Chinese_name,鸡血藤
194,Pinyin_name,Jixueteng
194,Latin_name,"Spatholobi Caulis,Caulis Millettiae; Caulis Spatholobi"
194,English_name,Suberect Spatholobus Stem
195,Chinese_name,积雪草
195,Pinyin_name,Jixuecao
195,Latin_name,"Herba Centellae,Centellae Herba"
195,English_name,Asiatic Pennywort Herb
196,Chinese_name,急性子
196,Pinyin_name,Jixingzi
196,Latin_name,"Impatientis Semen,Semen Impatientis"
196,English_name,seed of Garden Balsam
197,Chinese_name,蒺藜
197,Pinyin_name,jili
197,Latin_name,"Tribuli Fructus,Fructus Tribuli"
197,English_name,Puncturevine Caltrop Fruit
198,Chinese_name,姜黄
198,Pinyin_name,Jianghuang
198,Latin_name,"Rhizoma Curcumae Longae,Curcumae Longae Rhizoma"
198,English_name,rhizome of Common Turmeric
199,Chinese_name,降香
199,Pinyin_name,Jiangxiang
199,Latin_name,"Lignum Dalbergiae Odoriferae Rosewood,Dalbergiae Odoriferae Lignum"
199,English_name,Odoriferous Rosewood
200,Chinese_name,绞股蓝
200,Pinyin_name,Jiaoguolan
200,English_name,Gynostemmae Pentaphylli Herba
201,Chinese_name,芥子
201,Pinyin_name,Jiezi
201,Latin_name,"Semen Sipis,Sinapis Semen"
201,English_name,Mustard Seed
202,Chinese_name,金沸草
202,Pinyin_name,Jinfeicao
202,Latin_name,"Herba Inulae,Inulae Herba"
202,English_name,All - grass of Japanese Inula
203,Chinese_name,金果榄
203,Pinyin_name,Jinguolan
203,Latin_name,Tinosporae Radix
203,English_name,Tinosporae Radix
204,Chinese_name,金莲花
204,Pinyin_name,Jinlianhua
204,Latin_name,Flos Trollii Chinensis
204,English_name,flower of Chinese Globeflower
205,Chinese_name,金钱草
205,Pinyin_name,Jinqiancao
205,Latin_name,"Herba Glechomae Longitubae,Lysimachiae Herba"
205,English_name,Christi Loosestrife
206,Chinese_name,金荞麦
206,Pinyin_name,Jinqiaomai
206,Latin_name,"Rhizoma Fagopyri Cymosi,Fagopyri Dibotryis Rhizoma"
206,English_name,Wild Buckwheat Rhizome
207,Chinese_name,金银花
207,Pinyin_name,Jinyinhua
207,Latin_name,"Lonicerae Japonicae Flos,Flos Lonicerae"
207,English_name,Honeysuckle Flower
208,Chinese_name,金樱子
208,Pinyin_name,Jinyingzi
208,Latin_name,"Fructus Rosae Laevigatae,Rosae Laevigatae Fructus"
208,English_name,fruit of Cherokee Rose
209,Chinese_name,金盏菊花
209,Pinyin_name,Jinzhanjuhua
209,English_name,Calendula Officilis
210,Chinese_name,锦灯笼
210,Pinyin_name,Jindenglong
210,Latin_name,Physalis Calyx Seu Fructus
210,English_name,Calyx Seu Fructus Physalis
211,Chinese_name,京大戟
211,Pinyin_name,Jingdaji
211,Latin_name,"Radix Euphorbiae Pekinensis,Euphorbiae Pekinensis Radix"
211,English_name,Peking Euphorbia Root
212,Chinese_name,荆芥
212,Pinyin_name,Jingjie
212,Latin_name,"Schizonepetae Herba,Herba Schizonepetae"
212,English_name,all-grass of Fineleaf Schizonepeta
213,Chinese_name,荆芥穗
213,Pinyin_name,Jingjiesui
213,Latin_name,Schizonepetae Spica
213,English_name,Schizonepetae Spica
214,Chinese_name,景天三七
214,Pinyin_name,Jintiansanqi
214,English_name,Sedum Aizoon L.
215,Chinese_name,韭菜子
215,Pinyin_name,Jiucaizi
215,Latin_name,"Allii Tuberosi Semen,Semen Allii Tuberosi"
215,English_name,Tuber Onion Seed
216,Chinese_name,桔梗
216,Pinyin_name,Jiegeng
216,Latin_name,"Radix Platycodi,Platycodonis Radix"
216,English_name,Platycodon Root
217,Chinese_name,菊花
217,Pinyin_name,Juhua
217,Latin_name,"Chrysanthemi Flos,Flos Chrysanthemi"
217,English_name,Chrysanthemum Flower
218,Chinese_name,菊苣
218,Pinyin_name,Juju
218,Latin_name,"Cichorii Herba
Cichorii Radix,Herba Cichorii"
218,English_name,Chicory Herb
219,Chinese_name,橘核
219,Pinyin_name,Juhe
219,Latin_name,"Semen Citri Reticulatae,Citri Reticulatae Semen"
219,English_name,Tangerine Seed
220,Chinese_name,橘红
220,Pinyin_name,Juhong
220,Latin_name,Citri Exocarpium Rubrum
220,English_name,Citri Exocarpium Rubrum
221,Chinese_name,橘络
221,Pinyin_name,Juluo
221,English_name,Citri Fructus Retinervus
222,Chinese_name,橘叶
222,Pinyin_name,Juye
222,Latin_name,Folium Citri Tangerie
222,English_name,tangerine leaf
223,Chinese_name,卷柏
223,Pinyin_name,Juanbai
223,Latin_name,"Selaginellae Herba,Herba Selaginellae"
223,English_name,aal-grass of Tamariskoid spikemoss
224,Chinese_name,决明子
224,Pinyin_name,Juemingzi
224,Latin_name,"Semen Cassiae;Semen Sene,Cassiae Semen"
224,English_name,Cassia Seed
225,Chinese_name,苦参
225,Pinyin_name,Kushen
225,Latin_name,"Radix Sophorae Flavescentis,Sophorae Flavescentis Radix"
225,English_name,root of Lightyellow sophora
226,Chinese_name,苦地丁
226,Pinyin_name,Kudiding
226,Latin_name,"Corydalis Bungeanae Herba,Herba Corydalis Bungeae"
226,English_name,all - grass of Bunge Corydalis
227,Chinese_name,苦丁茶
227,Pinyin_name,Kudingcha
227,English_name,Ilicis Cornutae Folium Immayuri
228,Chinese_name,苦楝皮
228,Pinyin_name,Kulianpi
228,Latin_name,Meliae Cortex
228,English_name,Meliae Cortex
229,Chinese_name,苦楝子
229,Pinyin_name,Kulianzi
229,English_name,Meliae Azedarach Fructus
230,Chinese_name,苦杏仁
230,Pinyin_name,Kuxingren
230,Latin_name,"Armeniacae Semen Amarum,Semen Armeniacae Amarum"
230,English_name,bitter Apricot seed
231,Chinese_name,款冬花
231,Pinyin_name,Kuandonghua
231,Latin_name,"Farfarae Flos,Flos Farfarae"
231,English_name,flower bud of common coltsfoot
232,Chinese_name,昆布
232,Pinyin_name,Kunbu
232,Latin_name,"Laminariae Thallus Eckloniae Thallus,Thallus Lamiriae"
232,English_name,Kelp or Tangle
233,Chinese_name,辣椒
233,Pinyin_name,Lajiao
233,Latin_name,"Fructus Capsici,Capsici Fructus"
233,English_name,Hot pepper
234,Chinese_name,莱菔子
234,Pinyin_name,Laifuzi
234,Latin_name,"Raphani Semen,Semen Raphani"
234,English_name,Radish Seed
235,Chinese_name,老鹳草
235,Pinyin_name,Laoguancao
235,Latin_name,"Erodii Herba Geranii Herba,Herba Erodiiherba Geranii"
235,English_name,All - grass of Common Heron's bill
236,Chinese_name,了哥王根
236,Pinyin_name,Liaogewanggen
236,English_name,Wikstroemiae Indicae Rasix
237,Chinese_name,雷公藤
237,Pinyin_name,Leigongteng
237,Latin_name,Radix Tripterygii Wilfordii
237,English_name,root of common htreewingnut
238,Chinese_name,雷丸
238,Pinyin_name,Leiwan
238,Latin_name,Omphalia
238,English_name,Thunder Ball
239,Chinese_name,荔枝核
239,Pinyin_name,Lizhihe
239,Latin_name,"Litchi Semen,Semen Litchi"
239,English_name,Litchi seed
240,Chinese_name,连钱草
240,Pinyin_name,Lianqiancao
240,Latin_name,Glechomae Herba
240,English_name,Glechomae Herba
241,Chinese_name,连翘
241,Pinyin_name,Lianqiao
241,Latin_name,"Forsythiae Fructus,Fructus Forsythiae"
241,English_name,Weeping Forsythia Capsule
242,Chinese_name,莲房
242,Pinyin_name,Lianfang
242,Latin_name,"Receptaculum Nelumbinis,Nelumbinis Receptaculum"
242,English_name,Lotus Receptacle
243,Chinese_name,莲须
243,Pinyin_name,Lianxu
243,Latin_name,"Stamen Nelumbinis,Nelumbinis Stamen"
243,English_name,Lotus stamen
244,Chinese_name,莲子心
244,Pinyin_name,Lianzixin
244,Latin_name,"Plumula Nelumbinis,Nelumbinis Plumula"
244,English_name,Lotus Plumule
245,Chinese_name,两面针
245,Pinyin_name,Liangmianzhen
245,Latin_name,"Zanthoxyli Radix,Radix Zanthoxyli"
245,English_name,Shinyleaf Pricklyash Root
246,Chinese_name,两头尖
246,Pinyin_name,Liangtoujian
246,Latin_name,"Anemones Raddeanae Rhizoma,Rhizoma Ahemones Daddeae"
246,English_name,Radde Anemone Rhizome
247,Chinese_name,蓼大青叶
247,Pinyin_name,Liaodaqingye
247,Latin_name,"Polygoni Tinctorii Folium,Folium Polygoni Tinctorii"
247,English_name,Indigoplant Leaf
248,Chinese_name,灵芝
248,Pinyin_name,Lingzhi
248,Latin_name,"Ganoderma Lucidum Seu Japonicum,Ganoderma"
248,English_name,Lucid Ganoderma
249,Chinese_name,凌霄花
249,Pinyin_name,Lingxiaohua
249,Latin_name,"Flos Campsis,Campsis Flos"
249,English_name,flower of Common Trumpetcreeper
250,Chinese_name,零陵香
250,Pinyin_name,Linglingxiang
250,English_name,Lysimachiae Foenigraeci Herba
251,Chinese_name,龙胆
251,Pinyin_name,Longdan
251,Latin_name,Gentianae Radix Et Rhizoma
251,English_name,Gentiae Radix Et Rhozima
252,Chinese_name,龙葵
252,Pinyin_name,Longkui
252,English_name,Solanum Nigrum Linn.
253,Chinese_name,龙脷叶
253,Pinyin_name,Longliye
253,Latin_name,Sauropi Folium
253,English_name,Aauropi Folium
254,Chinese_name,漏芦
254,Pinyin_name,Loulu
254,Latin_name,"Rhapontici Radix,Radix Rhapontici"
254,English_name,Uniflower Swisscentaury Root
255,Chinese_name,芦根
255,Pinyin_name,Lugen
255,Latin_name,"Rhizoma Phragmitis,Phragmitis Rhizoma"
255,English_name,Reed rhizome 
256,Chinese_name,芦荟
256,Pinyin_name,Luhui
256,Latin_name,Aloe
256,English_name,Aloe
257,Chinese_name,鹿衔草
257,Pinyin_name,Luxiancao
257,Latin_name,"Herba Pyrolae Chinensis,Pyrolae Herba"
257,English_name,all-grass Chinese pyrola
258,Chinese_name,路路通
258,Pinyin_name,Lulutong
258,Latin_name,"Fructus Liquidambaris,Liquidambaris Fructus"
258,English_name,fruit of beautiful sweetgum
259,Chinese_name,罗布麻叶
259,Pinyin_name,Luobumaye
259,Latin_name,Apocyni Veneti Folium
259,English_name,Apocyniveneti Folium
260,Chinese_name,罗汉果
260,Pinyin_name,Luohanguo
260,Latin_name,"Fructus Momordicae,Siraitiae Fructus"
260,English_name,Grosvenor Momordica Fruit
261,Chinese_name,络石藤
261,Pinyin_name,Luoshiteng
261,Latin_name,"Caulis Trachelospermi,Trachelospermi Caulis Et Folium"
261,English_name,stem of Chinese starjasmine
262,Chinese_name,绿豆
262,Pinyin_name,Lvdou
262,Latin_name,Semen Phaseoli Radiati
262,English_name,mung bean
263,Chinese_name,葎草
263,Pinyin_name,Lvcao
263,Latin_name,Herba Humuli Scandentis
263,English_name,all-grass of japanese hop
264,Chinese_name,麻黄
264,Pinyin_name,Mahuang
264,Latin_name,"Herba Ephedrae,Ephedrae Herba"
264,English_name,Ephedra
265,Chinese_name,麻黄根
265,Pinyin_name,Mahuanggen
265,Latin_name,"Ephedrae Radix Et Rhizoma,Radix Ephedrae"
265,English_name,Ephedra Root
266,Chinese_name,马鞭草
266,Pinyin_name,Mabiancao
266,Latin_name,"Herba Verbae,Verbenae Herba"
266,English_name,European Verbe Herb
267,Chinese_name,马勃
267,Pinyin_name,Mabo
267,Latin_name,"Lasiosphaera Seu Calvatia,Lasiosphaera Calvatia"
267,English_name,Puff-ball
268,Chinese_name,马齿苋
268,Pinyin_name,Machixian
268,Latin_name,"Portulacae Herba,Herba Portulacae"
268,English_name,all-grass of Purslane
269,Chinese_name,马兜铃
269,Pinyin_name,Madouling
269,Latin_name,Fructus Aristolochiae
269,English_name,Dutohmanspipe Fruit
270,Chinese_name,马钱子
270,Pinyin_name,Maqianzi
270,Latin_name,"Strychni Semen,Semen Strychni"
270,English_name,Nux Vomica
271,Chinese_name,马尾莲
271,Pinyin_name,Maweilian
271,Latin_name,Radix Et Rhizoma Thalictri
271,English_name,root and rhizome of Manyleaf Meadowrue
272,Chinese_name,麦芽
272,Pinyin_name,Maiya
272,Latin_name,"Hordei Fructus Germinatus,Fructus Hordei Germitus"
272,English_name,Germited Barley
273,Chinese_name,满山红
273,Pinyin_name,Manshanhong
273,Latin_name,"Folium Rhododendri Daurici,Rhododendri Daurici Folium"
273,English_name,Dahurian Rhododendron Leaf
274,Chinese_name,蔓荆子
274,Pinyin_name,Manjingzi
274,Latin_name,"Viticis Fructus,Fructus Viticis"
274,English_name,Shrub Chastetree Fruit
275,Chinese_name,猫眼草
275,Pinyin_name,Maoyancao
275,English_name,Lunulatae Herba
276,Chinese_name,猫爪草
276,Pinyin_name,Maozhaocao
276,Latin_name,"Radix Ranunculi Terti,Ranunculi Ternati Radix"
276,English_name,Catclaw Buttercup Root
277,Chinese_name,没药
277,Pinyin_name,Moyao
277,Latin_name,"Resi Myrrhae;Myrrha,Myrrha"
277,English_name,Myrrh
278,Chinese_name,玫瑰花
278,Pinyin_name,Meiguihua
278,Latin_name,"Rosae Rugosae Flos,Flos Rosae Rugosae"
278,English_name,Rose Flower
279,Chinese_name,梅花
279,Pinyin_name,Meihua
279,Latin_name,"Flos Mume,Mume Flos"
279,English_name,Plum Flower
280,Chinese_name,猕猴桃根
280,Pinyin_name,Mihoutaogen
280,English_name,Actinidia Chinensis Planch
281,Chinese_name,密蒙花
281,Pinyin_name,Mimenghua
281,Latin_name,"Buddlejae Flos,Flos Buddlejae"
281,English_name,flower of Pale Butterflybush
282,Chinese_name,绵萆薢
282,Pinyin_name,Mianbixie
282,Latin_name,Dioscoreae Spongiosae Rhizoma
282,English_name,Dioscoreae Septemlo Bae Rhizoma
283,Chinese_name,墨旱莲
283,Pinyin_name,Mohanlian
283,Latin_name,"Ecliptae Herba,Herba Ecliptae"
283,English_name,all-grass of Yerbadetajo
284,Chinese_name,牡丹皮
284,Pinyin_name,Mudanpi
284,Latin_name,"Cortex Moutan,Moutan Cortex"
284,English_name,Tree Peony Bark
285,Chinese_name,牡荆叶
285,Pinyin_name,Mujingye
285,Latin_name,"Folium Viticis Negundo,Viticis Negundo Foliun"
285,English_name,Hempleaf Negundo Chastetree Leaf
286,Chinese_name,牡荆子
286,Pinyin_name,Mujingzi
286,English_name,Viticis Canbifoliae Fructus
287,Chinese_name,木鳖子
287,Pinyin_name,Mubiezi
287,Latin_name,Momordicae Semen
287,English_name,Momordicae Semen
288,Chinese_name,木瓜
288,Pinyin_name,Mugua
288,Latin_name,"Fructus Chaenomelis,Chaenomelis Fructus"
288,English_name,fruit of Common Floweringquince
289,Chinese_name,木蝴蝶
289,Pinyin_name,Muhudie
289,Latin_name,"Semen Oroxyli,Oroxyli Semen"
289,English_name,Indian Trumpetflower Seed
290,Chinese_name,木棉花
290,Pinyin_name,Mumianhua
290,Latin_name,"Gossampini Flos,Flos Gossampini"
290,English_name,Flower of Common Bombax
291,Chinese_name,木通
291,Pinyin_name,Mutong
291,Latin_name,"Akebiae Caulis,Caulis Aristolochiae Seu Clematis"
291,English_name,"Akebia, Clematis stem"
292,Chinese_name,木香
292,Pinyin_name,Muxiang
292,Latin_name,"Radix Aucklandiae,Aucklandiae Radix"
292,English_name,Common Aucklandia Root
293,Chinese_name,木贼
293,Pinyin_name,Muzei
293,Latin_name,"Herba Equiseti Hiemalis,Equiseti Hiemalis Herba"
293,English_name,Common Scouring Rush Herb
294,Chinese_name,墓头回
294,Pinyin_name,Mutouhui
294,English_name,Et Radix Patriniae Rhizoma
295,Chinese_name,南瓜子
295,Pinyin_name,nguazi
295,Latin_name,Semen Cucurbitae Moschatae
295,English_name,Pumpkin seed and husks
296,Chinese_name,南鹤虱
296,Pinyin_name,Nanheshi
296,Latin_name,Carotae Fructus
296,English_name,Fructus Carotae
297,Chinese_name,南沙参
297,Pinyin_name,Nanshashen
297,Latin_name,"Radix Adenophorae,Adenophorae Radix"
297,English_name,Fourleaf Ladybell Root
298,Chinese_name,南蛇藤果
298,Pinyin_name,nshetengguo
298,English_name,Celastri Orbiculati Fructus
299,Chinese_name,南五味子
299,Pinyin_name,Nanwuweizi
299,Latin_name,"Schisandrae Sphenantherae 
Fructus"
299,English_name,Schisandrae Sphentherae Fructus
300,Chinese_name,闹羊花
300,Pinyin_name,Naoyanghua
300,Latin_name,"Rhododendri Mollis Flos,Flos Rhododendri Mollis"
300,English_name,Yellow Azalea Flower
301,Chinese_name,牛蒡子
301,Pinyin_name,Niubangzi
301,Latin_name,"Fructus Arctii Lappae,Arctil  Fructus"
301,English_name,achene of Great Burdock
302,Chinese_name,牛大力
302,Pinyin_name,Niudali
302,English_name,Millettiae Speciosae Radix
303,Chinese_name,牛黄
303,Pinyin_name,Niuhuang
303,Latin_name,"Calculus Bovis,Bovis Calculus"
303,English_name,Cow-bezoar
304,Chinese_name,牛膝
304,Pinyin_name,Niuxi
304,Latin_name,"Radix Achyranthis Bidentatae,Achyranthis Bidentatae Radix"
304,English_name,root of Twotooth Achyranthes
305,Chinese_name,糯稻根
305,Pinyin_name,Nuodaogen
305,Latin_name,Radix Oryzae Glutinosae
305,English_name,Glutinous Rice root
306,Chinese_name,女贞子
306,Pinyin_name,Nüzhenzi
306,Latin_name,"Ligustri Lucidi Fructus,Fructus Ligustri Lucidi"
306,English_name,fruit of Glossy privet
307,Chinese_name,藕节
307,Pinyin_name,Oujie
307,Latin_name,"Nelumbinis Rhizomatis Nodus,Nodus Nelumbinis Rhizomatis"
307,English_name,node of lotus rhizome
308,Chinese_name,胖大海
308,Pinyin_name,Pangdahai
308,Latin_name,"Sterculiae Lychnophorae Semen,Semen Sterculiae Lychnophorae"
308,English_name,Boat-fruited Sterculia Seed
309,Chinese_name,佩兰
309,Pinyin_name,Peilan
309,Latin_name,"Eupatorii Herba,Herba Eupatorii"
309,English_name,Fortune Eupatorium Herb
310,Chinese_name,枇杷叶
310,Pinyin_name,Pipaye
310,Latin_name,"Eriobotryae Folium,Folium Eriobotryae"
310,English_name,Loquat Leaf
311,Chinese_name,平贝母
311,Pinyin_name,Pingbeimu
311,Latin_name,"Bulbus Fritillariae Ussuriensis,Fritillariae Ussuriensis Bulbus"
311,English_name,Ussuri Fritillary Bulb
312,Chinese_name,蒲黄
312,Pinyin_name,Puhuang
312,Latin_name,"Typhae Pollen,Pollen Typhae"
312,English_name,pollen of longbract cattail
313,Chinese_name,荠菜
313,Pinyin_name,Jicai
313,Latin_name,Herba Capsellae
313,English_name,all-grass of Shepherdspurse
314,Chinese_name,千斤拔
314,Pinyin_name,Qianjinba
314,Latin_name,Radix Moghaniae Philippinensis
314,English_name,root of Philippine Flemingia
315,Chinese_name,千金子
315,Pinyin_name,Qianjinzi
315,Latin_name,"Semen Euphorbiae,Euphorbiae Semen"
315,English_name,Caper Euphorbia Seed
316,Chinese_name,千年健
316,Pinyin_name,Qiannianjian
316,Latin_name,"Homalomenae Rhizoma,Rhizoma Homalomee Occultae"
316,English_name,rhizome of Obscured Homalome
317,Chinese_name,千日红
317,Pinyin_name,Qianrihong
317,Latin_name,Flos Gomphree
317,English_name,flower of Globeamaranth
318,Chinese_name,牵牛子
318,Pinyin_name,Qianniuzi
318,Latin_name,"Pharbitidis Semen,Semen Pharbitidis"
318,English_name,Pharbitis seed
319,Chinese_name,前胡
319,Pinyin_name,Qianhu
319,Latin_name,"Peucedani Radix,Radix Peucedani"
319,English_name,root of Grand Hogfennel
320,Chinese_name,芡实
320,Pinyin_name,Qianshi
320,Latin_name,"Semen Euryales,Euryales Semen"
320,English_name,seed of Gordon Euryale
321,Chinese_name,茜草
321,Pinyin_name,Qiancao
321,Latin_name,"Rubiae Radix Et Rhizoma,Radix Rubiae"
321,English_name,root of Tali Madder
322,Chinese_name,羌活
322,Pinyin_name,Qianghuo
322,Latin_name,"Radix Et Rhizoma Notopterygii,Notopterygii Rhizoma Et Radix"
322,English_name,Root and rhizome of Incised Notoptergium
323,Chinese_name,茄根
323,Pinyin_name,Qiegeng
323,Latin_name,Radix Solani Melongee
323,English_name,root of Garden Eggplant
324,Chinese_name,秦艽
324,Pinyin_name,Qinjiao
324,Latin_name,"Radix Gentiae Macrophyllae,Gentianae Macrophyllae Radix"
324,English_name,root of Largeleaf Gentian
325,Chinese_name,秦皮
325,Pinyin_name,Qinpi
325,Latin_name,"Cortex Fraxini,Fraxini Cortex"
325,English_name,bark of Largeleaf Chinese Ash
326,Chinese_name,青黛
326,Pinyin_name,Qingdai
326,Latin_name,"Indigo Naturalls,Indigo Turalis"
326,English_name,tural Indigo
327,Chinese_name,青风藤
327,Pinyin_name,Qingfengteng
327,Latin_name,Sinomenii Caulis
327,English_name,Caulis Sinomenii
328,Chinese_name,青果
328,Pinyin_name,Qingguo
328,Latin_name,Canarii Fructus
328,English_name,Carii Fructus
329,Chinese_name,青蒿
329,Pinyin_name,Qinghao
329,Latin_name,"Artemisiae Annuae Herba,Herba Artemisiae Annuae"
329,English_name,Sweet Wormwood Herb
330,Chinese_name,青皮
330,Pinyin_name,Qingpi
330,Latin_name,"Citri Reticulatae Pericarpium Viride,Pericarpium Citri Reticulatae Viride"
330,English_name,Green Tangerine Peel
331,Chinese_name,青葙子
331,Pinyin_name,Qingxiangzi
331,Latin_name,Celosiae Semen
331,English_name,Celosiae Semen
332,Chinese_name,青叶胆
332,Pinyin_name,Qingyedan
332,Latin_name,"Swertiae Mileensis Herba,Herba Swertiae"
332,English_name,All - grass of Mile Swertia
333,Chinese_name,苘麻子
333,Pinyin_name,Qingmazi
333,Latin_name,"Abutili Semen,Semen Abutili"
333,English_name,Chingma Abutilon Seed
334,Chinese_name,瞿麦
334,Pinyin_name,Qumai
334,Latin_name,"Dianthi Herba,Herba Dianthi"
334,English_name,all-grass of Lilac Pink
335,Chinese_name,拳参
335,Pinyin_name,Quanshen
335,Latin_name,"Bistortae Rhizoma,Rhizoma Bistortae"
335,English_name,rhizome of Bistort
336,Chinese_name,人参
336,Pinyin_name,Renshen
336,Latin_name,"Ginseng Radix Et Rhizoma,Radix Ginseng"
336,English_name,Ginseng
337,Chinese_name,人参叶
337,Pinyin_name,Renshenye
337,Latin_name,"Ginseng Folium,Folium Ginseng"
337,English_name,Ginseng Leaf
338,Chinese_name,肉苁蓉
338,Pinyin_name,Roucongrong
338,Latin_name,"Herba Cistanches,Cistanches Herba"
338,English_name,Desertliving Cistanche
339,Chinese_name,肉豆蔻
339,Pinyin_name,Roudoukou
339,Latin_name,"Semen Myristicae,Myristicae Semen"
339,English_name,Nutmeg
340,Chinese_name,肉桂
340,Pinyin_name,Rougui
340,Latin_name,"Cortex Cinmomi,Cinnamomi Cortex"
340,English_name,Cassia Bark
341,Chinese_name,乳香
341,Pinyin_name,Ruxiang
341,Latin_name,"Olibanum,Resi Oliani"
341,English_name,Frankincense
342,Chinese_name,蕤仁
342,Pinyin_name,Ruiren
342,Latin_name,"Prinsepiae Nux,Nux Prinsepiae"
342,English_name,Hedge Prinsepia Nut
343,Chinese_name,三白草
343,Pinyin_name,Sanbaicao
343,Latin_name,"Saururi Herba,Rhizoma Seu Herba Saururi"
343,English_name,Chinese Lizardtail Rhizome or Herb
344,Chinese_name,三分三
344,Pinyin_name,Sanfensan
344,English_name,Anisodus Acutangulus C. Y. Wu Et C .Chen Ex C. Che
345,Chinese_name,三棱
345,Pinyin_name,Sanleng
345,Latin_name,"Rhizoma Sparganii,Sparganii Rhizoma"
345,English_name,Common Burreed Tuber
346,Chinese_name,三七
346,Pinyin_name,Sanqi
346,Latin_name,"Radix Notoginseng,Notoginseng Radix Et Rhizoma"
346,English_name,Sanchi
347,Chinese_name,三七花
347,Pinyin_name,Sanqihua
347,English_name,Notoginseng Flos
348,Chinese_name,桑白皮
348,Pinyin_name,Sangbaipi
348,Latin_name,Mori Cortex
348,English_name,Cortex Mori
349,Chinese_name,桑寄生
349,Pinyin_name,Sangjisheng
349,Latin_name,"Herba Taxilli,Taxilli Herba"
349,English_name,Chinese Taxillus Herb
350,Chinese_name,桑椹
350,Pinyin_name,Sangshen
350,Latin_name,"Mori Fructus,Fructus Mori"
350,English_name,Mulberry Fruit
351,Chinese_name,桑叶
351,Pinyin_name,Sangye
351,Latin_name,"Mori Folium,Folium Mori"
351,English_name,Mulberry Leaf
352,Chinese_name,桑枝
352,Pinyin_name,Sangzhi
352,Latin_name,"Ramulus Mori,Mori Ramulus"
352,English_name,Mulberry Twig
353,Chinese_name,沙棘
353,Pinyin_name,Shaji
353,Latin_name,"Fructus Hippophae,Hippophae Fructus"
353,English_name,fruit of seabuckthorn
354,Chinese_name,沙苑子
354,Pinyin_name,Shayuanzi
354,Latin_name,"Astragali Complanati Semen,Semen Astragali Complati"
354,English_name,Flatstem Milkvetch Seed
355,Chinese_name,砂仁
355,Pinyin_name,Sharen
355,Latin_name,"Amomi Fructus,Fructus Amomi"
355,English_name,Villous Amomum Fruit
356,Chinese_name,山慈菇
356,Pinyin_name,Shancigu
356,Latin_name,"Cremastrae Pseudobulbus
Pleiones Pseudobulbus,Pseudobulbus Cremastrae Seu Pleiones"
356,English_name,Appendiculate Cremastra Pseudobulb or Common Pleione Pseudobulb
357,Chinese_name,山豆根
357,Pinyin_name,Shandougen
357,Latin_name,"Radix Sophorae Tonkinensis,Sophorae Tonkinensis Radix Et Rhizoma"
357,English_name,Vietmese Sophora Root
358,Chinese_name,山柰
358,Pinyin_name,Shannai
358,Latin_name,"Rhizoma Kaempferiae,Kaempferiae Rhizoma"
358,English_name,Galanga Resurrectionlily Rhizome
359,Chinese_name,山药
359,Pinyin_name,Shanyao
359,Latin_name,"Rhizoma Dioscoreae,Dioscoreae Rhizoma"
359,English_name,Common Yam Rhizome
360,Chinese_name,山楂叶
360,Pinyin_name,Shanzha
360,Latin_name,Crataegi Folium
360,English_name,Crataegi Folium
361,Chinese_name,山茱萸
361,Pinyin_name,Shanzhuyu
